SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-13 21:00:00,NR,11.4,138.6, , , ,PROVISIONAL,1378,1288,P______________, ,WP252024,11.4,138.6, , ,42,1001,0, , , , , , , , , , , , ,1009,163,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,255
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-14 00:00:00,NR,11.2,137.8, , , ,PROVISIONAL,1288,1217,O______________,tcvitals,WP252024,11.2,137.8, , ,45,1000,0, , , , , , , , , , , , ,1009,165,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,250
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-14 03:00:00,NR,10.9,137.2, , , ,PROVISIONAL,1217,1145,P______________, ,WP252024,10.9,137.2, , ,48,998,0, , , , , , , , , , , , ,1008,157,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,245
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-14 06:00:00,NR,10.6,136.6, , , ,PROVISIONAL,1145,1072,O______________,tcvitals,WP252024,10.6,136.6, , ,51,996,0,70,52,39,70, , , , , , , , ,1007,148,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,255
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-14 09:00:00,NR,10.6,135.8, , , ,PROVISIONAL,1061,975,P______________, ,WP252024,10.6,135.8, , ,53,995,0,70,52,39,70, , , , , , , , ,1007,148,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,270
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-14 12:00:00,NR,10.6,135.0, , , ,PROVISIONAL,975,898,O______________,tcvitals,WP252024,10.6,135.0, , ,54,993,0,70,52,39,70, , , , , , , , ,1007,148,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,270
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-14 15:00:00,NR,10.5,134.2, , , ,PROVISIONAL,887,812,P______________, ,WP252024,10.5,134.2, , ,58,989,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,265
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-14 18:00:00,NR,10.5,133.5, , , ,PROVISIONAL,812,735,I______________,tcvitals,WP252024,10.5,133.5, , ,62,985,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,265
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-14 21:00:00,NR,10.4,132.8, , , ,PROVISIONAL,735,652,P______________, ,WP252024,10.4,132.8, , ,66,980,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,270
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-15 00:00:00,NR,10.5,132.0, , , ,PROVISIONAL,652,570,O______________,tcvitals,WP252024,10.5,132.0, , ,70,976,1,78,57,17,65, , , , , , , , ,1009,195,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,280
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-15 03:00:00,NR,10.7,131.2, , , ,PROVISIONAL,573,498,P______________, ,WP252024,10.7,131.2, , ,80,974,1,83,66,33,70, , , , , , , , ,1009,195,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,285
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-15 06:00:00,NR,10.9,130.4, , , ,PROVISIONAL,498,426,O______________,tcvitals,WP252024,10.9,130.4, , ,89,972,2,87,74,48,74, , , , , , , , ,1008,195,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,290
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-15 09:00:00,NR,11.2,129.7, , , ,PROVISIONAL,426,353,P______________, ,WP252024,11.2,129.7, , ,94,968,2,104,85,48,85, , , , , , , , ,1008,195,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,295
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-15 12:00:00,NR,11.5,129.0, , , ,PROVISIONAL,353,294,O______________,tcvitals,WP252024,11.5,129.0, , ,99,963,3,121,96,48,96, , , , , , , , ,1008,195,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,295
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-15 15:00:00,NR,11.8,128.4, , , ,PROVISIONAL,297,245,P______________, ,WP252024,11.8,128.4, , ,104,958,3,109,83,46,83, , , , , , , , ,1007,176,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,295
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-15 18:00:00,NR,12.0,127.8, , , ,PROVISIONAL,245,195,O______________,tcvitals,WP252024,12.0,127.8, , ,109,952,3,96,70,44,70, , , , , , , , ,1006,156,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,295
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-15 21:00:00,NR,12.2,127.2, , , ,PROVISIONAL,184,134,P______________, ,WP252024,12.2,127.2, , ,119,943,4,109,87,61,74, , , , , , , , ,1007,148,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,295
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-16 00:00:00,NR,12.5,126.7, , , ,PROVISIONAL,134,101,O______________,tcvitals,WP252024,12.5,126.7, , ,128,934,4,121,104,78,78, , , , , , , , ,1008,139,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,300
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-16 03:00:00,NR,12.8,126.1, , , ,PROVISIONAL,93,85,P______________, ,WP252024,12.8,126.1, , ,133,929,4,117,104,76,94, , , , , , , , ,1007,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,305
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-16 06:00:00,NR,13.2,125.6, , , ,PROVISIONAL,89,76,O______________,tcvitals,WP252024,13.2,125.6, , ,138,923,5,113,104,74,109, , , , , , , , ,1006,161,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,305
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-16 09:00:00,NR,13.6,125.0, , , ,PROVISIONAL,65,10,P______________, ,WP252024,13.6,125.0, , ,138,922,5,113,104,72,107, , , , , , , , ,1007,168,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,305
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-16 12:00:00,NR,13.9,124.5, , , ,PROVISIONAL,10,0,O______________,tcvitals,WP252024,13.9,124.5, , ,138,921,5,113,104,70,104, , , , , , , , ,1008,174,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,300
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-16 15:00:00,NR,14.1,124.1, , , ,PROVISIONAL,11,11,P______________, ,WP252024,14.1,124.1, , ,129,931,4,113,104,72,96, , , , , , , , ,1007,165,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,300
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-16 18:00:00,NR,14.3,123.8, , , ,PROVISIONAL,46,44,O______________,tcvitals,WP252024,14.3,123.8, , ,119,941,4,113,104,74,87, , , , , , , , ,1006,156,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,305
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-16 21:00:00,NR,14.6,123.4, , , ,PROVISIONAL,68,62,P______________, ,WP252024,14.6,123.4, , ,119,941,4,113,104,74,87, , , , , , , , ,1007,161,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,310
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-17 00:00:00,NR,15.0,122.9, , , ,PROVISIONAL,89,79,O______________,tcvitals,WP252024,15.0,122.9, , ,119,941,4,113,104,74,87, , , , , , , , ,1008,165,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,310
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-17 03:00:00,NR,15.4,122.4, , , ,PROVISIONAL,79,22,P______________, ,WP252024,15.4,122.4, , ,124,937,4,107,100,68,85, , , , , , , , ,1007,170,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,310
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-17 06:00:00,NR,15.8,121.9, , , ,PROVISIONAL,24,0,O______________,tcvitals,WP252024,15.8,121.9, , ,128,933,4,100,96,61,83, , , , , , , , ,1006,174,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,305
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-17 09:00:00,NR,16.2,121.3, , , ,PROVISIONAL,0,0,P______________, ,WP252024,16.2,121.3, , ,109,951,3,98,87,57,81, , , , , , , , ,1007,154,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,305
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-17 12:00:00,NR,16.6,120.7, , , ,PROVISIONAL,0,0,O______________,tcvitals,WP252024,16.6,120.7, , ,89,968,2,96,78,52,78, , , , , , , , ,1008,134,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,310
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-17 15:00:00,NR,17.2,120.1, , , ,PROVISIONAL,31,31,P______________, ,WP252024,17.2,120.1, , ,82,975,1,109,87,65,96, , , , , , , , ,1008,124,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,310
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-17 18:00:00,NR,17.7,119.4, , , ,PROVISIONAL,96,96,O______________,tcvitals,WP252024,17.7,119.4, , ,74,981,1,121,96,78,113, , , , , , , , ,1008,113,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,300
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-17 21:00:00,NR,17.9,118.7, , , ,PROVISIONAL,172,172,P______________, ,WP252024,17.9,118.7, , ,69,985,1,148,105,78,131, , , , , , , , ,1009,126,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,285
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-18 00:00:00,NR,18.0,118.1, , , ,PROVISIONAL,237,237,O______________,tcvitals,WP252024,18.0,118.1, , ,64,988,1,174,113,78,148, , , , , , , , ,1010,139,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,285
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-18 03:00:00,NR,18.2,117.4, , , ,PROVISIONAL,314,314,P______________, ,WP252024,18.2,117.4, , ,59,991,0,174,113,78,148, , , , , , , , ,1009,126,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,290
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-18 06:00:00,NR,18.4,116.8, , , ,PROVISIONAL,380,380,O______________,tcvitals,WP252024,18.4,116.8, , ,54,994,0,174,113,78,148, , , , , , , , ,1008,113,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,285
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-18 09:00:00,NR,18.5,116.3, , , ,PROVISIONAL,434,434,P______________, ,WP252024,18.5,116.3, , ,54,994,0,191,113,83,161, , , , , , , , ,1009,109,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,285
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-18 12:00:00,NR,18.6,115.9, , , ,PROVISIONAL,446,435,O______________,tcvitals,WP252024,18.6,115.9, , ,54,993,0,208,113,87,174, , , , , , , , ,1010,104,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,270
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-18 15:00:00,NR,18.6,115.6, , , ,PROVISIONAL,435,432,P______________, ,WP252024,18.6,115.6, , ,53,995,0,198,102,81,163, , , , , , , , ,1011,107,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,260
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-18 18:00:00,NR,18.5,115.2, , , ,PROVISIONAL,435,407,O______________,tcvitals,WP252024,18.5,115.2, , ,51,996,0,187,91,74,152, , , , , , , , ,1011,109,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,265
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-18 21:00:00,NR,18.5,114.6, , , ,PROVISIONAL,397,338,P______________, ,WP252024,18.5,114.6, , ,45,998,0,176,96,68,139, , , , , , , , ,1011,109,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,270
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-19 00:00:00,NR,18.5,114.0, , , ,PROVISIONAL,338,281,O______________,tcvitals,WP252024,18.5,114.0, , ,39,1000,0,165,100,61,126, , , , , , , , ,1011,109,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,280
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-19 03:00:00,NR,18.7,113.5, , , ,PROVISIONAL,281,228,P______________, ,WP252024,18.7,113.5, , ,34,1001,0, , , , , , , , , , , , ,1010,111,37, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,290
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-19 06:00:00,NR,18.8,113.0, , , ,PROVISIONAL,228,201,O______________,tcvitals,WP252024,18.8,113.0, , ,29,1002,-1, , , , , , , , , , , , ,1008,113,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,260
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-19 09:00:00,NR,18.6,112.5, , , ,PROVISIONAL,193,181,P______________, ,WP252024,18.6,112.5, , ,27,1003,-1, , , , , , , , , , , , ,1007,117,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,230
2024314N14160,2024,84,WP,MM,MAN-YI,2024-11-19 12:00:00,NR,18.1,112.1, , , ,PROVISIONAL,186, ,O______________,tcvitals,WP252024,18.1,112.1, , ,25,1004,-1, , , , , , , , , , , , ,1006,121,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,225
2024316N12139,2024,85,WP,MM,USAGI,2024-11-11 00:00:00,NR,12.4,139.2, , , ,PROVISIONAL,1465,1409,O______________,tcvitals,WP272024,12.4,139.2, , ,29,999,-1, , , , , , , , , , , , ,1006,87,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,260
2024316N12139,2024,85,WP,MM,USAGI,2024-11-11 03:00:00,NR,12.3,138.6, , , ,PROVISIONAL,1399,1335,P______________, ,WP272024,12.3,138.6, , ,32,998,-1, , , , , , , , , , , , ,1006,107,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,265
